CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance_to_Salary,Product_Density,Engagement_Product,Age_Tenure,High_Balance_Flag,Zero_Balance_Flag,Senior_Customer_Flag,Low_CreditScore_Flag
517,France,Male,56,9,142147.32,1,0,0,39488.04,3.5997562806358583,0.1,0,504,1,0,0,1
799,Spain,Female,28,3,142253.65,1,1,0,45042.56,3.1582052618678866,0.25,0,84,1,0,0,0
584,Germany,Female,36,4,109646.83,1,1,1,70240.79,1.5610136218570436,0.2,1,144,1,0,0,1
579,Spain,Male,33,6,0.0,1,1,0,94993.04,0.0,0.14285714285714285,0,198,0,1,0,1
762,France,Male,28,2,0.0,2,1,0,167909.52,0.0,0.6666666666666666,0,56,0,1,0,0
749,France,Male,24,1,0.0,3,1,1,47911.03,0.0,1.5,3,24,0,1,0,0
802,Spain,Male,41,6,0.0,2,1,0,47322.05,0.0,0.2857142857142857,0,246,0,1,0,0
784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0.8388303287467277,0.09090909090909091,0,380,1,0,0,0
646,France,Male,30,7,0.0,2,1,0,153566.97,0.0,0.25,0,210,0,1,0,1
720,France,Female,34,3,118307.57,2,1,1,136120.29,0.8691398615151349,0.5,2,102,1,0,0,0
645,Germany,Female,59,8,121669.93,2,0,0,91.75,1326.1027792915531,0.2222222222222222,0,472,1,0,0,1
682,France,Male,50,6,121818.84,2,0,1,124151.37,0.9812122089349478,0.2857142857142857,2,300,1,0,0,0
639,Spain,Female,35,5,136526.26,2,1,0,59653.03,2.288672679325761,0.3333333333333333,0,175,1,0,0,1
702,France,Male,50,3,0.0,2,0,0,94949.84,0.0,0.5,0,150,0,1,0,0
492,France,Male,35,8,121063.49,1,0,0,85421.48,1.417248799716418,0.1111111111111111,0,280,1,0,0,1
686,France,Female,35,8,105419.73,1,1,0,35356.46,2.981625705740903,0.1111111111111111,0,280,1,0,0,0
487,France,Female,53,10,89550.85,1,0,1,90076.85,0.9941605418040262,0.09090909090909091,1,530,0,0,0,1
747,France,Female,47,5,139914.6,4,0,1,129964.56,1.0765596405666285,0.6666666666666666,4,235,1,0,0,0
594,France,Female,56,7,0.0,1,1,0,26215.85,0.0,0.125,0,392,0,1,0,1
802,France,Female,60,3,92887.06,1,1,0,39473.63,2.3531420849817968,0.25,0,180,0,0,1,0
801,Spain,Male,58,1,79954.61,2,1,1,30484.19,2.6228221907815166,1.0,2,58,0,0,0,0
682,France,Male,28,10,200724.96,1,0,1,82872.64,2.4220896064129245,0.09090909090909091,1,280,1,0,0,0
695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0.6240005482206816,0.25,2,245,0,0,0,0
648,France,Female,43,7,139972.18,1,1,0,143668.58,0.9742713403306416,0.125,0,301,1,0,0,1
521,Germany,Female,61,0,125193.96,1,1,1,109356.53,1.144823816190949,1.0,1,0,1,0,1,1
523,Spain,Female,24,5,172231.93,1,0,1,155144.12,1.1101415251831652,0.16666666666666666,1,120,1,0,0,1
606,France,Male,34,5,0.0,1,1,0,161971.42,0.0,0.16666666666666666,0,170,0,1,0,1
850,France,Female,33,3,0.0,2,1,1,11159.19,0.0,0.5,2,99,0,1,0,0
822,France,Male,37,3,105563.0,1,1,0,182624.93,0.5780317068430909,0.25,0,111,1,0,0,0
658,France,Female,29,8,0.0,2,0,1,130461.09,0.0,0.2222222222222222,2,232,0,1,0,0
751,Germany,Female,36,6,169831.46,2,1,1,27758.36,6.1182094331221295,0.2857142857142857,2,216,1,0,0,0
715,France,Male,32,8,175307.32,1,1,0,187051.23,0.9372155425013778,0.1111111111111111,0,256,1,0,0,0
602,France,Female,39,6,154121.32,2,1,0,176614.86,0.8726407279659255,0.2857142857142857,0,234,1,0,0,1
631,Germany,Male,37,8,138292.64,2,0,0,152422.91,0.9072956289838582,0.2222222222222222,0,296,1,0,0,1
749,Germany,Female,32,7,79523.13,1,0,1,157648.12,0.5044343694044687,0.125,1,224,0,0,0,0
775,France,Male,31,9,0.0,2,1,0,169278.51,0.0,0.2,0,279,0,1,0,0
820,France,Male,33,2,132150.26,2,1,0,23067.97,5.728733824432752,0.6666666666666666,0,66,1,0,0,0
507,Spain,Female,34,4,0.0,2,1,1,60688.38,0.0,0.4,2,136,0,1,0,1
702,France,Male,26,2,71281.29,1,1,1,108747.12,0.6554774967833631,0.3333333333333333,1,52,0,0,0,0
607,Spain,Female,33,2,108431.87,2,0,1,109291.39,0.9921355195500762,0.6666666666666666,2,66,1,0,0,1
692,Spain,Female,44,8,0.0,1,0,1,159069.37,0.0,0.1111111111111111,1,352,0,1,0,0
584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0.497105510804363,0.5,2,99,0,0,0,1
708,France,Female,34,4,0.0,1,1,1,62868.33,0.0,0.2,1,136,0,1,0,0
667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1.1214343552378734,0.1,1,495,1,0,0,0
727,France,Male,28,5,0.0,2,0,1,19653.08,0.0,0.3333333333333333,2,140,0,1,0,0
727,Germany,Male,45,6,114422.85,2,1,1,104678.78,1.0930854371822065,0.2857142857142857,2,270,1,0,0,0
668,France,Male,28,4,107141.27,1,1,0,193018.71,0.5550823026430961,0.2,0,112,1,0,0,0
529,France,Male,42,1,157498.9,1,1,1,82276.62,1.914260697631964,0.5,1,42,1,0,0,1
737,France,Male,44,7,0.0,2,0,0,57898.58,0.0,0.25,0,308,0,1,0,0
589,France,Male,38,4,0.0,1,1,0,95483.48,0.0,0.2,0,152,0,1,0,1
592,France,Male,37,3,96651.03,1,1,1,3232.82,29.89681763908909,0.25,1,111,0,0,0,1
715,Germany,Female,34,9,102277.52,1,0,0,177852.57,0.5750691148292094,0.1,0,306,1,0,0,0
599,France,Male,44,10,118577.24,1,1,1,31448.52,3.7705189306205824,0.09090909090909091,1,440,1,0,0,1
750,Spain,Female,37,2,113817.06,1,0,0,88333.74,1.2884890869559014,0.3333333333333333,0,74,1,0,0,0
692,France,Male,33,9,0.0,1,1,0,113505.93,0.0,0.1,0,297,0,1,0,0
743,Spain,Male,25,6,0.0,2,1,0,129740.11,0.0,0.2857142857142857,0,150,0,1,0,0
740,France,Female,51,4,0.0,2,1,1,178929.84,0.0,0.4,2,204,0,1,0,0
633,France,Female,34,3,123034.43,2,1,1,38315.04,3.2111262313702396,0.5,2,102,1,0,0,1
696,France,Male,33,2,163139.27,1,1,1,7035.36,23.18847507448091,0.3333333333333333,1,66,1,0,0,0
532,France,Male,60,5,76705.87,2,0,1,13889.73,5.522488198114722,0.3333333333333333,2,300,0,0,1,1
654,France,Female,28,7,0.0,2,1,0,151316.37,0.0,0.25,0,196,0,1,0,0
672,Spain,Male,43,5,0.0,2,1,1,64515.5,0.0,0.3333333333333333,2,215,0,1,0,0
775,France,Male,30,4,0.0,2,1,0,49337.84,0.0,0.4,0,120,0,1,0,0
585,France,Female,30,6,0.0,2,1,1,137757.69,0.0,0.2857142857142857,2,180,0,1,0,1
721,France,Male,54,5,0.0,2,1,1,4493.12,0.0,0.3333333333333333,2,270,0,1,0,0
653,France,Female,60,2,120731.39,4,1,1,138160.11,0.8738512874664041,1.3333333333333333,4,120,1,0,1,0
620,Germany,Female,25,1,137712.01,1,1,1,76197.05,1.8073141939222057,0.5,1,25,1,0,0,1
592,Spain,Female,40,2,200322.45,1,1,1,113244.73,1.7689339715852563,0.3333333333333333,1,80,1,0,0,1
786,France,Male,35,3,0.0,2,1,0,92712.97,0.0,0.5,0,105,0,1,0,0
850,France,Female,33,7,118004.26,1,1,0,183983.82,0.6413838999538111,0.125,0,231,1,0,0,0
738,France,Male,18,4,0.0,2,1,1,47799.15,0.0,0.4,2,72,0,1,0,0
589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1.841119035410409,0.125,0,385,1,0,0,1
543,Spain,Male,41,5,0.0,2,0,1,143980.29,0.0,0.3333333333333333,2,205,0,1,0,1
561,Spain,Male,37,4,101470.29,1,0,1,88838.14,1.142192868963713,0.2,1,148,1,0,0,1
633,France,Male,25,1,0.0,1,1,0,100598.98,0.0,0.5,0,25,0,1,0,1
702,France,Male,45,0,80793.58,1,1,1,27474.81,2.9406419917007613,1.0,1,0,0,0,0,0
562,Germany,Female,31,9,117153.0,1,1,1,108675.01,1.0780123231642675,0.1,1,279,1,0,0,1
716,France,Female,38,1,0.0,2,1,1,99661.46,0.0,1.0,2,38,0,1,0,0
672,France,Female,50,1,0.0,1,1,0,12106.82,0.0,0.5,0,50,0,1,0,0
705,Germany,Female,33,5,116765.7,1,0,0,190659.17,0.6124315971794065,0.16666666666666666,0,165,1,0,0,0
506,Germany,Female,41,3,57745.76,1,1,0,4035.46,14.309585524326843,0.25,0,123,0,0,0,1
719,Spain,Female,40,9,0.0,2,1,0,182224.14,0.0,0.2,0,360,0,1,0,0
696,France,Female,33,4,0.0,2,1,1,73371.65,0.0,0.4,2,132,0,1,0,0
695,Spain,Male,32,9,0.0,3,0,1,38533.79,0.0,0.3,3,288,0,1,0,0
751,France,Male,47,5,142669.93,2,1,0,162760.96,0.8765611237485943,0.3333333333333333,0,235,1,0,0,0
592,France,Male,27,3,0.0,2,1,1,19645.65,0.0,0.5,2,81,0,1,0,1
607,Spain,Female,62,8,108004.64,1,1,1,23386.77,4.618193961799769,0.1111111111111111,1,496,1,0,1,1
649,France,Male,37,9,87374.88,2,1,1,247.36,353.22962483829235,0.2,2,333,0,0,0,1
608,France,Male,42,10,163548.07,1,1,0,38866.85,4.207906480715572,0.09090909090909091,0,420,1,0,0,1
715,France,Male,28,7,160376.61,1,0,0,196853.11,0.8147019368909132,0.125,0,196,1,0,0,0
731,Germany,Male,37,3,116880.53,1,0,0,172718.35,0.6767117101338682,0.25,0,111,1,0,0,0
692,France,Male,69,10,154953.94,1,1,1,70849.47,2.1870867911926513,0.09090909090909091,1,690,1,0,1,0
626,France,Female,37,2,133968.96,2,1,0,148689.65,0.9009972113055617,0.6666666666666666,0,74,1,0,0,1
667,Spain,Male,39,7,167557.12,1,1,1,41183.02,4.068597203410532,0.125,1,273,1,0,0,0
562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0.8034213808495946,0.25,1,105,1,0,0,1
539,Spain,Male,38,8,71460.67,2,1,1,10074.05,7.093539341178573,0.2222222222222222,2,304,0,0,0,1
621,France,Male,35,7,87619.29,1,1,0,143.34,611.2689409794892,0.125,0,245,0,0,0,1
592,Germany,Male,31,7,124593.23,1,1,0,86079.67,1.4474176074327423,0.125,0,217,1,0,0,1
657,Spain,Male,31,3,125167.02,1,0,0,98820.39,1.2666112732402697,0.25,0,93,1,0,0,0
539,France,Female,40,7,81132.21,1,1,0,167289.82,0.48497995873269517,0.125,0,280,0,0,0,1
693,France,Female,38,3,0.0,2,0,0,78133.48,0.0,0.5,0,114,0,1,0,0
714,Spain,Male,27,3,0.0,3,1,1,129130.09,0.0,0.75,3,81,0,1,0,0
574,Spain,Male,36,3,0.0,2,1,1,8559.66,0.0,0.5,2,108,0,1,0,1
577,France,Female,32,1,0.0,2,1,0,9902.39,0.0,1.0,0,32,0,1,0,1
775,France,Male,52,8,109922.61,1,1,1,96823.32,1.135290651053899,0.1111111111111111,1,416,1,0,0,0
657,France,Female,28,7,0.0,2,0,1,5177.62,0.0,0.25,2,196,0,1,0,0
590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0.41043884392717517,2.0,2,0,0,0,0,1
841,France,Male,34,4,0.0,2,1,0,141582.66,0.0,0.4,0,136,0,1,0,0
778,Germany,Female,33,4,111063.73,2,1,0,83556.65,1.3292027624372207,0.4,0,132,1,0,0,0
600,France,Female,27,3,0.0,2,0,1,125698.97,0.0,0.5,2,81,0,1,0,1
760,Spain,Male,43,6,175735.5,1,1,1,157337.29,1.1169348347108303,0.14285714285714285,1,258,1,0,0,0
781,France,Female,38,3,128345.69,2,1,0,63218.85,2.0301807135055445,0.5,0,114,1,0,0,0
704,France,Female,33,0,130499.09,2,1,1,74804.36,1.744538553635109,2.0,2,0,1,0,0,0
539,Spain,Female,37,1,130922.81,2,0,0,2186.83,59.86876437583168,1.0,0,37,1,0,0,1
531,Germany,Female,31,7,117052.82,1,1,0,118508.09,0.9877200788570638,0.125,0,217,1,0,0,1
518,Germany,Female,41,5,110624.99,1,1,0,89327.67,1.2384179504514112,0.16666666666666666,0,205,1,0,0,1
562,Spain,Female,35,0,0.0,2,1,0,119899.52,0.0,2.0,0,0,0,1,0,1
445,Spain,Male,62,1,64119.38,1,1,1,76569.64,0.8373995228396006,0.5,1,62,0,0,1,1
512,France,Male,40,5,0.0,2,1,1,146457.83,0.0,0.3333333333333333,2,200,0,1,0,1
695,Spain,Male,28,0,96020.86,1,1,1,57992.49,1.6557464595846807,1.0,1,0,0,0,0,0
699,Spain,Male,35,2,167455.66,2,1,1,55324.49,3.026790847959014,0.6666666666666666,2,70,1,0,0,0
747,Germany,Male,38,2,129728.6,1,1,0,89289.54,1.4528980662236586,0.3333333333333333,0,76,1,0,0,0
678,Spain,Female,39,6,0.0,1,0,1,185366.56,0.0,0.14285714285714285,1,234,0,1,0,0
455,Spain,Female,43,6,0.0,1,1,1,81250.79,0.0,0.14285714285714285,1,258,0,1,0,1
549,Germany,Female,45,3,143734.01,2,1,1,96404.38,1.4909489589580889,0.5,2,135,1,0,0,1
457,Spain,Female,38,6,0.0,2,1,0,173219.09,0.0,0.2857142857142857,0,228,0,1,0,1
722,Spain,Female,35,1,120171.58,1,1,0,125240.8,0.9595242125569303,0.5,0,35,1,0,0,0
591,France,Female,33,4,113743.37,1,1,0,124625.08,0.9126844291694737,0.2,0,132,1,0,0,1
645,France,Male,45,6,155417.61,1,0,1,3449.22,45.05876980882634,0.14285714285714285,1,270,1,0,0,1
560,France,Male,49,4,0.0,1,1,1,100075.1,0.0,0.2,1,196,0,1,0,1
850,Spain,Male,33,3,100476.46,2,1,1,136539.13,0.7358803296901042,0.5,2,99,1,0,0,0
550,France,Male,25,0,0.0,2,1,1,184221.11,0.0,2.0,2,0,0,1,0,1
630,France,Female,40,0,118633.08,1,0,1,60032.46,1.9761489034432373,1.0,1,0,1,0,0,1
792,France,Male,31,6,71269.89,2,0,1,125912.77,0.5660259082537855,0.2857142857142857,2,186,0,0,0,0
578,France,Male,34,4,175111.11,1,1,1,74858.3,2.339234393514146,0.2,1,136,1,0,0,1
612,France,Male,32,3,121394.42,1,1,0,164081.42,0.7398425732785588,0.25,0,96,1,0,0,1
682,Spain,Male,36,5,0.0,2,1,1,147758.51,0.0,0.3333333333333333,2,180,0,1,0,0
676,France,Male,37,10,106242.67,1,1,1,166678.28,0.6374116051593525,0.09090909090909091,1,370,1,0,0,0
678,Spain,Male,38,3,124483.53,1,1,0,126253.31,0.9859823081074073,0.25,0,114,1,0,0,0
541,Germany,Female,39,9,100116.67,1,1,1,199808.1,0.5010641210241227,0.1,1,351,1,0,0,1
486,Spain,Male,27,7,0.0,2,1,0,28823.04,0.0,0.25,0,189,0,1,0,1
569,Spain,Female,34,3,0.0,1,1,0,133997.53,0.0,0.25,0,102,0,1,0,1
694,France,Female,30,9,0.0,2,1,1,26960.31,0.0,0.2,2,270,0,1,0,0
590,Spain,Female,38,9,0.0,2,1,1,148750.16,0.0,0.2,2,342,0,1,0,1
609,France,Male,32,7,71872.19,1,1,1,151924.9,0.47307709269514087,0.125,1,224,0,0,0,1
607,Spain,Female,36,4,98266.3,1,1,1,46416.36,2.1170617428854825,0.2,1,144,1,0,0,1
733,Spain,Female,30,0,83319.28,1,0,0,57769.2,1.442278584435997,1.0,0,0,0,0,0,0
612,France,Female,33,0,64900.32,2,1,0,102426.12,0.6336305622042503,2.0,0,0,0,0,0,1
600,France,Male,49,7,90218.9,1,1,0,91347.76,0.9876421709738695,0.125,0,343,0,0,0,1
698,Germany,Female,51,2,111018.98,1,1,0,86410.28,1.2847890320457243,0.3333333333333333,0,102,1,0,0,0
778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0.6799951374313001,0.125,0,203,1,0,0,0
637,Spain,Male,37,8,0.0,1,1,1,186062.36,0.0,0.1111111111111111,1,296,0,1,0,1
477,Germany,Male,48,8,129250.0,2,1,1,157937.35,0.8183624709418006,0.2222222222222222,2,384,1,0,0,1
850,France,Male,43,7,0.0,2,1,1,173851.11,0.0,0.25,2,301,0,1,0,0
546,France,Male,28,8,0.0,1,1,0,159254.29,0.0,0.1111111111111111,0,224,0,1,0,1
600,France,Male,32,1,0.0,1,1,1,101986.16,0.0,0.5,1,32,0,1,0,1
705,Germany,Female,54,3,125889.3,3,1,0,96013.5,1.3111624927744536,0.75,0,162,1,0,0,0
651,Germany,Male,31,7,138008.06,2,1,0,129912.74,1.0623135190590236,0.25,0,217,1,0,0,1
754,France,Female,45,6,0.0,1,1,0,73881.68,0.0,0.14285714285714285,0,270,0,1,0,0
760,Spain,Female,41,6,0.0,2,0,0,101491.23,0.0,0.2857142857142857,0,246,0,1,0,0
640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0.7040635509125828,0.09090909090909091,0,310,1,0,0,1
715,France,Male,37,9,165252.52,1,1,0,85286.3,1.9376209309115295,0.1,0,333,1,0,0,0
761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1.1372898852831486,0.16666666666666666,0,310,1,0,1,0
599,Germany,Male,25,7,108380.72,1,1,1,79005.95,1.3718045286462603,0.125,1,175,1,0,0,1
735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0.6309872981361597,0.3333333333333333,1,110,1,0,0,0
574,Spain,Male,52,7,115532.52,1,1,0,196257.67,0.5886777316779517,0.125,0,364,1,0,0,1
798,France,Male,32,7,0.0,2,0,1,37731.95,0.0,0.25,2,224,0,1,0,0
786,France,Female,62,8,0.0,1,1,1,165702.64,0.0,0.1111111111111111,1,496,0,1,1,0
489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0.47305627675010653,1.0,2,28,0,0,0,1
508,France,Female,41,5,0.0,2,1,1,94170.84,0.0,0.3333333333333333,2,205,0,1,0,1
650,Germany,Female,55,2,140891.46,3,1,1,179834.45,0.783450890527371,1.0,3,110,1,0,0,1
711,France,Female,29,9,0.0,2,0,1,3234.8,0.0,0.2,2,261,0,1,0,0
674,Germany,Female,36,6,100762.64,1,1,0,182156.86,0.5531641245902021,0.14285714285714285,0,216,1,0,0,0
815,France,Male,45,7,0.0,1,0,1,52885.23,0.0,0.125,1,315,0,1,0,0
766,France,Male,32,6,185714.28,1,1,1,102502.5,1.811802443842833,0.14285714285714285,1,192,1,0,0,0
739,France,Female,27,6,0.0,1,1,1,57572.38,0.0,0.14285714285714285,1,162,0,1,0,0
671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0.23749269678158763,0.2857142857142857,0,204,0,0,0,0
512,France,Female,30,6,0.0,2,1,0,88827.31,0.0,0.2857142857142857,0,180,0,1,0,1
764,Spain,Female,48,1,75990.97,1,1,0,158323.81,0.4799718374639923,0.5,0,48,0,0,0,0
440,France,Male,42,2,0.0,2,1,0,49826.68,0.0,0.6666666666666666,0,84,0,1,0,1
722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0.7865628528839661,1.0,0,0,1,0,0,0
692,France,Female,36,3,0.0,2,1,1,8282.22,0.0,0.5,2,108,0,1,0,0
792,France,Female,42,0,99045.93,2,1,0,47160.01,2.100210114459263,2.0,0,0,1,0,0,0
679,France,Male,42,1,0.0,2,0,0,71823.15,0.0,1.0,0,42,0,1,0,0
713,France,Male,38,9,72286.84,2,1,1,26136.89,2.765701657695311,0.2,2,342,0,0,0,0
703,France,Male,56,9,0.0,1,0,0,85547.33,0.0,0.1,0,504,0,1,0,0
850,France,Male,40,9,0.0,2,0,1,119232.33,0.0,0.2,2,360,0,1,0,0
601,Germany,Female,42,9,133636.16,1,0,1,103315.74,1.293473385565452,0.1,1,378,1,0,0,1
739,Germany,Female,25,5,113113.12,1,1,0,129181.27,0.8756154820276963,0.16666666666666666,0,125,1,0,0,0
576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0.9879710040018524,0.16666666666666666,0,225,1,0,0,1
698,France,Male,33,5,135658.73,2,0,1,39755.0,3.412369010187398,0.3333333333333333,2,165,1,0,0,0
484,Germany,Male,40,7,106901.42,2,0,0,118045.98,0.9055913636364407,0.25,0,280,1,0,0,1
720,France,Female,37,2,120328.88,2,1,1,138470.21,0.8689874883557988,0.6666666666666666,2,74,1,0,0,0
681,France,Female,18,1,98894.39,1,1,1,9596.4,10.305363469634447,0.5,1,18,1,0,0,0
730,France,Female,36,8,148749.29,2,1,0,91830.75,1.6198200493843293,0.2222222222222222,0,288,1,0,0,0
823,Germany,Female,53,4,124954.94,1,0,1,131259.6,0.9519680084351925,0.2,1,212,1,0,0,0
700,France,Male,38,8,134811.3,1,1,0,1299.75,103.7209463358338,0.1111111111111111,0,304,1,0,0,0
515,Germany,Male,37,2,90432.92,1,1,1,188366.04,0.48009142199942195,0.3333333333333333,1,74,0,0,0,1
581,Spain,Female,29,8,0.0,2,1,0,46735.19,0.0,0.2222222222222222,0,232,0,1,0,1
557,France,Male,39,8,146200.01,1,1,0,177944.64,0.8216038988305576,0.1111111111111111,0,312,1,0,0,1
691,Germany,Male,30,7,101231.77,2,0,0,156529.44,0.6467267116013448,0.25,0,210,1,0,0,0
537,France,Male,26,7,106397.75,1,0,0,103563.23,1.027369945877509,0.125,0,182,1,0,0,1
850,Spain,Female,38,3,0.0,2,0,1,179360.76,0.0,0.5,2,114,0,1,0,0
581,Spain,Female,31,6,0.0,2,1,0,188377.21,0.0,0.2857142857142857,0,186,0,1,0,1
615,France,Male,41,4,130385.82,1,0,1,130661.95,0.9978866839198406,0.2,1,164,1,0,0,1
727,France,Female,31,2,52192.08,2,0,1,160383.47,0.32542056859101504,0.6666666666666666,2,62,0,0,0,0
513,France,Female,43,9,0.0,2,1,0,152499.8,0.0,0.2,0,387,0,1,0,1
597,Spain,Female,30,2,119370.11,1,1,1,182726.22,0.6532730223391038,0.3333333333333333,1,60,1,0,0,1
721,France,Female,35,6,118273.83,1,0,1,3086.89,38.31488326438584,0.14285714285714285,1,210,1,0,0,0
673,Spain,Female,32,0,0.0,1,1,1,72873.33,0.0,1.0,1,0,0,1,0,0
709,France,Male,37,7,0.0,1,1,0,159486.76,0.0,0.125,0,259,0,1,0,0
610,France,Female,57,7,72092.95,4,0,1,113228.82,0.6367014157702958,0.5,4,399,0,0,0,1
718,France,Male,48,9,0.0,2,1,1,72105.63,0.0,0.2,2,432,0,1,0,0
730,France,Female,35,0,155470.55,1,1,1,53718.28,2.8941833208360355,1.0,1,0,1,0,0,0
638,Germany,Male,37,2,89728.86,2,1,1,37294.88,2.405929714749049,0.6666666666666666,2,74,0,0,0,1
769,Germany,Male,27,7,188614.07,1,1,0,171344.09,1.1007912207535142,0.125,0,189,1,0,0,0
677,Germany,Female,44,4,148770.61,2,1,1,191057.76,0.7786682414783884,0.4,2,176,1,0,0,0
479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0.7399304889576406,0.14285714285714285,1,222,1,0,0,1
844,France,Female,29,8,0.0,2,0,0,147342.03,0.0,0.2222222222222222,0,232,0,1,0,0
497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0.7861702955233919,0.2222222222222222,2,296,1,0,0,1
445,France,Male,25,6,0.0,2,1,0,119425.94,0.0,0.2857142857142857,0,150,0,1,0,1
456,France,Female,63,1,165350.61,2,0,0,140758.07,1.1747149559524366,1.0,0,63,1,0,1,1
615,France,Male,35,7,0.0,2,1,0,150784.29,0.0,0.25,0,245,0,1,0,1
704,Germany,Female,39,10,102556.18,2,1,0,171971.25,0.5963565421545752,0.18181818181818182,0,390,1,0,0,0
756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1.2395177119416911,0.25,0,180,1,0,1,0
521,Spain,Female,34,7,70731.07,1,1,1,20243.97,3.4939327612123514,0.125,1,238,0,0,0,1
813,France,Male,32,1,122889.88,1,1,1,26476.18,4.641526081179385,0.5,1,32,1,0,0,0
802,Spain,Male,38,7,0.0,2,0,1,57764.65,0.0,0.25,2,266,0,1,0,0
632,Spain,Male,28,7,155519.59,1,1,0,1843.24,84.37294655063909,0.125,0,196,1,0,0,1
793,France,Female,41,3,141806.46,1,1,0,102921.17,1.3778162451903724,0.25,0,123,1,0,0,0
799,France,Female,22,8,174185.98,2,0,1,192633.85,0.9042334979028868,0.2222222222222222,2,176,1,0,0,0
425,Germany,Male,40,9,166776.6,2,0,1,172646.88,0.9659983429761372,0.2,2,360,1,0,0,1
582,France,Female,39,1,132077.48,2,1,0,192255.15,0.6869905955705219,1.0,0,39,1,0,0,1
579,France,Male,38,8,0.0,2,0,0,91763.67,0.0,0.2222222222222222,0,304,0,1,0,1
850,France,Male,39,6,96863.13,1,1,1,121681.19,0.7960402918479019,0.14285714285714285,1,234,0,0,0,0
699,Spain,Male,47,1,0.0,2,0,1,30117.44,0.0,1.0,2,47,0,1,0,0
701,France,Female,43,2,160416.56,1,0,1,37266.43,4.304586191915888,0.3333333333333333,1,86,1,0,0,0
735,France,Female,21,1,178718.19,2,1,0,22388.0,7.982767107378953,1.0,0,21,1,0,0,0
757,France,Female,49,2,0.0,2,0,0,164482.92,0.0,0.6666666666666666,0,98,0,1,0,0
712,France,Female,32,1,0.0,2,1,0,1703.58,0.0,1.0,0,32,0,1,0,0
622,Spain,Female,41,9,0.0,2,1,1,155786.39,0.0,0.2,2,369,0,1,0,1
666,France,Male,36,3,0.0,2,1,0,35156.54,0.0,0.5,0,108,0,1,0,0
625,Germany,Male,42,6,100047.33,1,1,0,93429.95,1.0708271812197268,0.14285714285714285,0,252,1,0,0,1
660,Germany,Female,52,4,86891.84,1,1,0,90877.76,0.9561397640082678,0.2,0,208,0,0,0,0
705,France,Male,25,9,0.0,2,0,1,112331.19,0.0,0.2,2,225,0,1,0,0
541,France,Male,46,4,124547.13,2,1,0,94499.06,1.3179721576066472,0.4,0,184,1,0,0,1
704,Spain,Female,24,2,0.0,1,1,0,35600.25,0.0,0.3333333333333333,0,48,0,1,0,0
667,Spain,Male,35,4,97585.32,2,0,0,57213.46,1.7056357018086306,0.4,0,140,1,0,0,0
790,Spain,Female,37,3,0.0,3,0,0,98897.32,0.0,0.75,0,111,0,1,0,0
637,France,Female,38,3,104339.56,1,0,0,119882.86,0.8703459360245492,0.25,0,114,1,0,0,1
630,France,Male,43,9,0.0,2,1,1,34338.04,0.0,0.2,2,387,0,1,0,1
623,France,Male,40,6,0.0,2,1,1,66119.07,0.0,0.2857142857142857,2,240,0,1,0,1
671,Spain,Female,29,6,0.0,2,0,0,12048.67,0.0,0.2857142857142857,0,174,0,1,0,0
630,Spain,Female,39,7,135483.17,1,1,0,140881.2,0.9616838158675537,0.125,0,273,1,0,0,1
620,Germany,Male,40,5,108197.11,2,1,0,49722.34,2.1760261081839674,0.3333333333333333,0,200,1,0,0,1
671,France,Female,31,7,41299.03,1,0,1,102681.32,0.40220587347338344,0.125,1,217,0,0,0,0
687,Spain,Male,31,3,0.0,2,0,0,48228.1,0.0,0.5,0,93,0,1,0,0
681,France,Male,47,9,97023.21,1,1,1,2168.13,44.74971980462426,0.1,1,423,0,0,0,0
641,France,Female,37,2,0.0,2,1,0,3939.87,0.0,0.6666666666666666,0,74,0,1,0,1
477,France,Male,27,1,128554.98,1,1,1,133173.19,0.9653217738495262,0.5,1,27,1,0,0,1
769,Spain,Male,38,6,0.0,2,0,0,104393.78,0.0,0.2857142857142857,0,228,0,1,0,0
516,France,Male,27,9,0.0,1,1,0,142680.64,0.0,0.1,0,243,0,1,0,1
523,France,Male,34,2,161588.89,1,1,1,51358.66,3.1462832168907835,0.3333333333333333,1,68,1,0,0,1
592,Spain,Male,31,7,110071.1,1,0,0,43921.36,2.5060949843083185,0.125,0,217,1,0,0,1
